label,value,category,prediction_confidence
NoncurrentAssets,"492,298,000,000",noncurrent assets,0.37212575275641774
EquityMethodInvestments,"110,000,000",noncurrent assets,0.37992814172790274
LesseeOperatingLeaseLiabilityPaymentsDueNextTwelveMonths,"2,657,000,000",current liabilities,0.38367035285414236
FiniteLivedIntangibleAssetsAccumulatedAmortization,"1,816,000,000",noncurrent assets,0.39214986942436725
CommonStockValue,0,equity,0.3952298678465313
FinanceLeaseLiabilityNoncurrent,"633,000,000",noncurrent liabilities,0.3979907367016522
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLonger,"66,354,000,000",noncurrent assets,0.40027241161079624
DebtSecuritiesAvailableForSaleUnrealizedLossPositionAccumulatedLoss,"2,830,000,000",noncurrent assets,0.40180624072961196
OperatingLeaseLiabilityCurrent,"3,565,000,000",current liabilities,0.4112220556679313
OperatingLeaseLiabilityNoncurrent,"35,518,000,000",noncurrent liabilities,0.4339788131823688
FinanceLeaseLiabilityPaymentsDueNextTwelveMonths,"96,000,000",current liabilities,0.43707684921841977
DebtSecuritiesAvailableForSaleContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,"2,624,000,000",noncurrent assets,0.43746032530997037
FinanceLeaseLiabilityPaymentsDueYearFive,"64,000,000",noncurrent liabilities,0.4414576706718578
CommonStockParOrStatedValuePerShare,0,equity,0.453255547155457
LesseeOperatingLeaseLiabilityPaymentsDueYearFive,"2,391,000,000",noncurrent liabilities,0.4590160506451815
EmployeeRelatedLiabilitiesCurrent,"13,009,000,000",current liabilities,0.4608524183808213
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,"24,853,000,000",noncurrent assets,0.4630516644422001
FinanceLeaseLiabilityPaymentsDueYearFour,"68,000,000",noncurrent liabilities,0.4673895058915506
FinanceLeaseLiabilityCurrent,"76,000,000",current liabilities,0.4698137516729467
ContractWithCustomerLiabilityCurrent,"721,000,000",current liabilities,0.47312370486854743
FinanceLeaseLiabilityPaymentsDueYearTwo,"68,000,000",noncurrent liabilities,0.47596772625478967
FinanceLeaseLiabilityPaymentsDueYearThree,"68,000,000",noncurrent liabilities,0.482175972591426
LesseeOperatingLeaseLiabilityPaymentsDueYearFour,"2,459,000,000",noncurrent liabilities,0.48369192677037454
LesseeOperatingLeaseLiabilityPaymentsDueYearTwo,"2,625,000,000",noncurrent liabilities,0.49015600269217613
LesseeOperatingLeaseLiabilityPaymentsDueYearThree,"2,575,000,000",noncurrent liabilities,0.49646975774590574
